địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi,mức độ ô nhiễm
Mỹ Đình,2020-06-20,0.0,30.0,0.0,4.0,0.0,3.0,30.0,Tốt
Mỹ Đình,2020-06-21,38.0,28.0,0.0,4.0,0.0,3.0,38.0,Tốt
Mỹ Đình,2020-06-22,39.0,25.0,0.0,5.0,0.0,3.0,39.0,Tốt
Mỹ Đình,2020-06-23,35.0,26.0,0.0,5.0,0.0,2.0,35.0,Tốt
Mỹ Đình,2020-06-24,36.0,42.0,0.0,4.0,0.0,6.0,42.0,Tốt
Mỹ Đình,2020-06-25,62.0,29.0,0.0,4.0,0.0,2.0,62.0,Vừa Phải
Mỹ Đình,2020-06-26,39.0,27.0,0.0,5.0,0.0,1.0,39.0,Tốt
Mỹ Đình,2020-06-27,33.0,24.0,0.0,5.0,0.0,1.0,33.0,Tốt
Mỹ Đình,2020-06-28,35.0,29.0,0.0,4.0,0.0,3.0,35.0,Tốt
Mỹ Đình,2020-06-29,40.0,32.0,0.0,4.0,0.0,4.0,40.0,Tốt
Mỹ Đình,2020-06-30,43.0,39.0,0.0,3.0,0.0,4.0,43.0,Tốt
Mỹ Đình,2020-07-01,52.0,36.0,0.0,4.0,0.0,3.0,52.0,Vừa Phải
Mỹ Đình,2020-07-02,43.0,30.0,0.0,5.0,0.0,5.0,43.0,Tốt
Mỹ Đình,2020-07-03,30.0,28.0,0.0,4.0,0.0,5.0,30.0,Tốt
Mỹ Đình,2020-07-04,33.0,31.0,0.0,4.0,0.0,2.0,33.0,Tốt
Mỹ Đình,2020-07-05,38.0,33.0,0.0,8.0,0.0,2.0,38.0,Tốt
Mỹ Đình,2020-07-06,34.0,24.0,0.0,5.0,0.0,2.0,34.0,Tốt
Mỹ Đình,2020-07-07,31.0,23.0,0.0,3.0,0.0,2.0,31.0,Tốt
Mỹ Đình,2020-07-08,32.0,27.0,0.0,3.0,0.0,2.0,32.0,Tốt
Mỹ Đình,2020-07-09,34.0,27.0,0.0,2.0,0.0,2.0,34.0,Tốt
Mỹ Đình,2020-07-10,35.0,28.0,0.0,1.0,0.0,1.0,35.0,Tốt
Mỹ Đình,2020-07-11,35.0,33.0,0.0,1.0,0.0,1.0,35.0,Tốt
Mỹ Đình,2020-07-12,39.0,37.0,0.0,4.0,0.0,3.0,39.0,Tốt
Mỹ Đình,2020-07-13,46.0,32.0,0.0,2.0,0.0,3.0,46.0,Tốt
Mỹ Đình,2020-07-14,39.0,35.0,0.0,3.0,0.0,2.0,39.0,Tốt
Mỹ Đình,2020-07-15,45.0,30.0,0.0,3.0,0.0,2.0,45.0,Tốt
Mỹ Đình,2020-07-16,36.0,31.0,0.0,3.0,0.0,2.0,36.0,Tốt
Mỹ Đình,2020-07-17,39.0,29.0,0.0,3.0,0.0,1.0,39.0,Tốt
