,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi,mức độ ô nhiễm
0,Tiên Du,2020-06-20,0,57,47,4,4,1,57,Vừa Phải
1,Tiên Du,2020-06-21,76,53,42,4,4,1,76,Vừa Phải
2,Tiên Du,2020-06-22,60,58,82,5,4,1,82,Vừa Phải
3,Tiên Du,2020-06-23,64,57,39,7,4,1,64,Vừa Phải
4,Tiên Du,2020-06-24,67,67,45,9,4,2,67,Vừa Phải
5,Tiên Du,2020-06-25,104,50,36,7,4,1,104,Không tốt cho người nhạy cảm
6,Tiên Du,2020-06-26,62,49,64,3,4,1,64,Vừa Phải
7,Tiên Du,2020-06-27,60,48,45,2,4,1,60,Vừa Phải
8,Tiên Du,2020-06-28,58,43,47,2,4,1,58,Vừa Phải
9,Tiên Du,2020-06-29,50,49,59,3,4,1,59,Vừa Phải
10,Tiên Du,2020-06-30,62,58,32,7,4,2,62,Vừa Phải
11,Tiên Du,2020-07-01,81,48,38,7,4,1,81,Vừa Phải
12,Tiên Du,2020-07-02,66,39,37,4,4,1,66,Vừa Phải
13,Tiên Du,2020-07-03,52,23,36,4,4,1,52,Vừa Phải
14,Tiên Du,2020-07-04,28,31,35,3,4,1,35,Tốt
15,Tiên Du,2020-07-05,31,36,40,2,4,1,40,Tốt
16,Tiên Du,2020-07-06,34,44,48,2,4,1,48,Tốt
17,Tiên Du,2020-07-07,47,45,42,5,4,1,47,Tốt
18,Tiên Du,2020-07-08,43,47,29,8,4,1,47,Tốt
19,Tiên Du,2020-07-09,48,51,22,10,4,2,51,Vừa Phải
20,Tiên Du,2020-07-10,53,75,16,14,5,3,75,Vừa Phải
21,Tiên Du,2020-07-11,100,78,44,7,3,2,100,Vừa Phải
22,Tiên Du,2020-07-12,115,59,38,5,5,1,115,Không tốt cho người nhạy cảm
23,Tiên Du,2020-07-13,77,70,85,6,5,2,85,Vừa Phải
24,Tiên Du,2020-07-14,107,52,19,4,5,1,107,Không tốt cho người nhạy cảm
25,Tiên Du,2020-07-15,78,47,36,3,4,1,78,Vừa Phải
26,Tiên Du,2020-07-16,48,48,51,4,5,1,51,Vừa Phải
27,Tiên Du,2020-07-17,55,94,42,6,5,1,94,Vừa Phải
28,Tiên Du,2020-07-18,146,92,37,4,4,1,146,Không tốt cho người nhạy cảm
29,Tiên Du,2020-07-19,147,59,29,5,4,1,147,Không tốt cho người nhạy cảm
30,Tiên Du,2020-07-20,89,48,26,4,5,1,89,Vừa Phải
31,Tiên Du,2020-07-21,60,64,25,3,5,1,64,Vừa Phải
32,Tiên Du,2020-07-22,83,59,30,4,6,1,83,Vừa Phải
33,Tiên Du,2020-07-23,61,69,33,4,5,1,69,Vừa Phải
34,Tiên Du,2020-07-24,83,63,35,4,6,1,83,Vừa Phải
35,Tiên Du,2020-07-25,78,50,35,4,5,1,78,Vừa Phải
36,Tiên Du,2020-07-26,56,64,28,11,5,3,64,Vừa Phải
37,Tiên Du,2020-07-27,88,74,82,12,5,3,88,Vừa Phải
38,Tiên Du,2020-07-28,125,67,43,13,11,3,125,Không tốt cho người nhạy cảm
39,Tiên Du,2020-07-29,102,66,46,9,6,2,102,Không tốt cho người nhạy cảm
40,Tiên Du,2020-07-30,110,0,34,11,5,3,110,Không tốt cho người nhạy cảm
41,Tiên Du,2020-07-31,0,0,24,7,5,2,24,Tốt
42,Tiên Du,2020-08-01,0,0,23,4,5,1,23,Tốt
43,Tiên Du,2020-08-02,0,0,19,7,6,1,19,Tốt
44,Tiên Du,2020-08-03,0,0,21,7,6,1,21,Tốt
45,Tiên Du,2020-08-04,0,0,25,5,5,1,25,Tốt
46,Tiên Du,2020-08-05,0,0,22,4,6,1,22,Tốt
47,Tiên Du,2020-08-06,0,0,19,5,6,2,19,Tốt
48,Tiên Du,2020-08-07,0,0,28,5,6,2,28,Tốt
49,Tiên Du,2020-08-08,0,0,41,3,5,1,41,Tốt
50,Tiên Du,2020-08-09,0,0,59,4,5,1,59,Vừa Phải
51,Tiên Du,2020-08-10,0,9,56,5,6,1,56,Vừa Phải
52,Tiên Du,2020-08-11,12,0,50,4,5,1,50,Tốt
53,Tiên Du,2020-08-12,0,0,35,4,5,1,35,Tốt
54,Tiên Du,2020-08-13,0,0,23,5,6,1,23,Tốt
55,Tiên Du,2020-08-14,0,0,23,8,6,2,23,Tốt
56,Tiên Du,2020-08-15,0,0,31,6,6,1,31,Tốt
57,Tiên Du,2020-08-16,0,0,24,6,6,1,24,Tốt
58,Tiên Du,2020-08-17,0,0,22,9,7,1,22,Tốt
59,Tiên Du,2020-08-18,0,0,31,7,7,1,31,Tốt
60,Tiên Du,2020-08-19,0,0,43,7,7,2,43,Tốt
61,Tiên Du,2020-08-20,0,0,33,7,6,1,33,Tốt
62,Tiên Du,2020-08-21,0,23,44,8,8,2,44,Tốt
63,Tiên Du,2020-08-22,25,39,43,4,8,1,43,Tốt
64,Tiên Du,2020-08-23,48,35,64,5,6,1,64,Vừa Phải
65,Tiên Du,2020-08-24,36,43,67,8,6,2,67,Vừa Phải
