địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi,mức độ ô nhiễm
Cầu Giấy,2020-06-21,0.0,43.0,4.0,5.0,1.0,2.0,43.0,Tốt
Cầu Giấy,2020-06-22,38.0,36.0,1.0,8.0,1.0,2.0,38.0,Tốt
Cầu Giấy,2020-06-23,36.0,0.0,0.0,0.0,0.0,0.0,36.0,Tốt
Cầu Giấy,2020-07-18,0.0,35.0,7.0,4.0,1.0,3.0,35.0,Tốt
Cầu Giấy,2020-07-19,46.0,42.0,7.0,6.0,1.0,4.0,46.0,Tốt
Cầu Giấy,2020-07-20,59.0,42.0,6.0,3.0,1.0,3.0,59.0,Vừa Phải
Cầu Giấy,2020-07-21,49.0,32.0,9.0,4.0,1.0,2.0,49.0,Tốt
Cầu Giấy,2020-07-22,34.0,36.0,12.0,4.0,1.0,2.0,36.0,Tốt
Cầu Giấy,2020-07-23,38.0,36.0,13.0,5.0,1.0,3.0,38.0,Tốt
Cầu Giấy,2020-07-24,43.0,39.0,14.0,5.0,1.0,1.0,43.0,Tốt
Cầu Giấy,2020-07-25,45.0,39.0,10.0,5.0,1.0,2.0,45.0,Tốt
Cầu Giấy,2020-07-26,43.0,52.0,11.0,10.0,1.0,5.0,52.0,Vừa Phải
Cầu Giấy,2020-07-27,83.0,92.0,20.0,10.0,1.0,8.0,92.0,Vừa Phải
Cầu Giấy,2020-07-28,165.0,58.0,13.0,7.0,1.0,5.0,165.0,Không tốt
Cầu Giấy,2020-07-29,99.0,51.0,17.0,8.0,1.0,4.0,99.0,Vừa Phải
Cầu Giấy,2020-07-30,72.0,51.0,12.0,8.0,1.0,4.0,72.0,Vừa Phải
Cầu Giấy,2020-07-31,73.0,48.0,7.0,4.0,1.0,4.0,73.0,Vừa Phải
Cầu Giấy,2020-08-01,81.0,20.0,5.0,3.0,1.0,3.0,81.0,Vừa Phải
Cầu Giấy,2020-08-02,32.0,30.0,4.0,6.0,1.0,5.0,32.0,Tốt
Cầu Giấy,2020-08-03,44.0,41.0,4.0,7.0,1.0,5.0,44.0,Tốt
Cầu Giấy,2020-08-04,66.0,30.0,5.0,8.0,1.0,5.0,66.0,Vừa Phải
Cầu Giấy,2020-08-05,56.0,22.0,5.0,6.0,1.0,3.0,56.0,Vừa Phải
Cầu Giấy,2020-08-06,34.0,31.0,3.0,8.0,1.0,6.0,34.0,Tốt
Cầu Giấy,2020-08-07,41.0,38.0,5.0,4.0,1.0,3.0,41.0,Tốt
Cầu Giấy,2020-08-08,49.0,36.0,8.0,4.0,1.0,3.0,49.0,Tốt
Cầu Giấy,2020-08-09,45.0,41.0,10.0,5.0,1.0,4.0,45.0,Tốt
Cầu Giấy,2020-08-10,71.0,25.0,9.0,4.0,1.0,3.0,71.0,Vừa Phải
Cầu Giấy,2020-08-11,44.0,33.0,15.0,5.0,1.0,4.0,44.0,Tốt
Cầu Giấy,2020-08-12,51.0,26.0,8.0,4.0,1.0,4.0,51.0,Vừa Phải
Cầu Giấy,2020-08-13,39.0,27.0,6.0,6.0,1.0,4.0,39.0,Tốt
Cầu Giấy,2020-08-14,43.0,41.0,7.0,5.0,1.0,4.0,43.0,Tốt
Cầu Giấy,2020-08-15,58.0,37.0,8.0,6.0,1.0,4.0,58.0,Vừa Phải
Cầu Giấy,2020-08-16,52.0,30.0,5.0,7.0,1.0,4.0,52.0,Vừa Phải
Cầu Giấy,2020-08-17,41.0,25.0,5.0,8.0,1.0,6.0,41.0,Tốt
Cầu Giấy,2020-08-18,39.0,34.0,8.0,8.0,1.0,4.0,39.0,Tốt
Cầu Giấy,2020-08-19,58.0,55.0,9.0,6.0,1.0,4.0,58.0,Vừa Phải
Cầu Giấy,2020-08-20,89.0,26.0,7.0,5.0,1.0,4.0,89.0,Vừa Phải
Cầu Giấy,2020-08-21,38.0,36.0,9.0,4.0,1.0,4.0,38.0,Tốt
Cầu Giấy,2020-08-22,57.0,44.0,10.0,6.0,1.0,3.0,57.0,Vừa Phải
Cầu Giấy,2020-08-23,69.0,42.0,12.0,5.0,1.0,3.0,69.0,Vừa Phải
Cầu Giấy,2020-08-24,61.0,33.0,11.0,4.0,1.0,4.0,61.0,Vừa Phải
Cầu Giấy,2020-08-25,53.0,42.0,11.0,6.0,1.0,4.0,53.0,Vừa Phải
Cầu Giấy,2020-08-26,56.0,61.0,19.0,5.0,1.0,4.0,61.0,Vừa Phải
Cầu Giấy,2020-08-27,91.0,55.0,12.0,6.0,1.0,4.0,91.0,Vừa Phải
