,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi,mức độ ô nhiễm
0,Gia Bình,2020-08-22,0,24,0,3,18,1,24,Tốt
1,Gia Bình,2020-08-23,34,37,0,5,18,1,37,Tốt
2,Gia Bình,2020-08-24,46,37,0,5,19,1,46,Tốt
3,Gia Bình,2020-08-25,47,40,0,6,18,1,47,Tốt
4,Gia Bình,2020-08-26,50,49,0,8,18,2,50,Tốt
5,Gia Bình,2020-08-27,71,49,0,8,18,2,71,Vừa Phải
6,Gia Bình,2020-08-28,63,45,0,7,18,1,63,Vừa Phải
7,Gia Bình,2020-08-29,47,41,0,7,18,1,47,Tốt
8,Gia Bình,2020-08-30,52,53,0,6,19,2,53,Vừa Phải
9,Gia Bình,2020-08-31,75,56,0,6,19,2,75,Vừa Phải
10,Gia Bình,2020-09-01,85,72,0,11,19,3,85,Vừa Phải
11,Gia Bình,2020-09-02,133,69,0,7,19,3,133,Không tốt cho người nhạy cảm
12,Gia Bình,2020-09-03,123,52,0,7,19,2,123,Không tốt cho người nhạy cảm
13,Gia Bình,2020-09-04,83,34,0,5,19,1,83,Vừa Phải
14,Gia Bình,2020-09-05,49,33,0,4,19,1,49,Tốt
15,Gia Bình,2020-09-06,42,24,0,5,21,1,42,Tốt
16,Gia Bình,2020-09-07,32,35,0,13,20,2,35,Tốt
17,Gia Bình,2020-09-08,44,26,0,11,20,1,44,Tốt
18,Gia Bình,2020-09-09,27,40,0,14,20,2,40,Tốt
19,Gia Bình,2020-09-10,38,33,0,4,20,1,38,Tốt
20,Gia Bình,2020-09-11,39,28,0,2,20,1,39,Tốt
21,Gia Bình,2020-09-12,31,25,0,2,21,1,31,Tốt
22,Gia Bình,2020-09-13,23,32,0,2,21,1,32,Tốt
23,Gia Bình,2020-09-14,31,29,0,2,22,1,31,Tốt
24,Gia Bình,2020-09-15,30,30,0,1,24,1,30,Tốt
25,Gia Bình,2020-09-16,32,30,0,3,24,1,32,Tốt
26,Gia Bình,2020-09-17,30,18,0,17,23,1,30,Tốt
27,Gia Bình,2020-09-18,18,10,0,7,26,1,26,Tốt
28,Gia Bình,2020-09-19,12,17,0,3,25,2,25,Tốt
29,Gia Bình,2020-09-20,23,27,0,4,24,2,27,Tốt
30,Gia Bình,2020-09-21,28,23,0,2,23,1,28,Tốt
31,Gia Bình,2020-09-22,26,30,0,3,23,1,30,Tốt
32,Gia Bình,2020-09-23,29,22,0,1,24,2,29,Tốt
33,Gia Bình,2020-09-24,25,38,0,7,22,2,38,Tốt
34,Gia Bình,2020-09-25,54,43,0,5,21,2,54,Vừa Phải
35,Gia Bình,2020-09-26,61,24,0,3,21,1,61,Vừa Phải
36,Gia Bình,2020-09-27,24,27,0,7,22,2,27,Tốt
37,Gia Bình,2020-09-28,35,31,0,2,22,1,35,Tốt
38,Gia Bình,2020-09-29,42,30,0,2,22,1,42,Tốt
39,Gia Bình,2020-09-30,38,29,0,4,23,2,38,Tốt
40,Gia Bình,2020-10-01,37,34,0,5,22,2,37,Tốt
41,Gia Bình,2020-10-02,45,34,0,4,20,1,45,Tốt
42,Gia Bình,2020-10-03,44,36,0,6,21,1,44,Tốt
43,Gia Bình,2020-10-04,43,47,0,5,22,2,47,Tốt
44,Gia Bình,2020-10-05,54,0,0,0,0,0,54,Vừa Phải
45,Gia Bình,2020-10-17,0,35,0,3,26,2,35,Tốt
46,Gia Bình,2020-10-18,55,19,0,3,30,1,55,Vừa Phải
47,Gia Bình,2020-10-19,24,26,0,4,28,1,28,Tốt
48,Gia Bình,2020-10-20,35,35,0,5,26,1,35,Tốt
49,Gia Bình,2020-10-21,48,56,0,8,27,2,56,Vừa Phải
50,Gia Bình,2020-10-22,76,74,0,11,27,2,76,Vừa Phải
51,Gia Bình,2020-10-23,102,89,0,10,28,2,102,Không tốt cho người nhạy cảm
52,Gia Bình,2020-10-24,134,91,0,8,28,2,134,Không tốt cho người nhạy cảm
