date, pm25, pm10, o3, no2, so2, co
2023/10/1, 119, 80, 36, 31, 31, 4
2023/10/2, 130, 73, 47, 32, 30, 4
2023/10/3, 120, 71, 37, 31, 31, 4
2023/10/4, 101, 69, 39, 32, 31, 4
2023/10/5, 94, 67, 36, 35, 28, 4
2023/10/6, 85, 64, 38, 35, 25, 4
2023/10/7, 74, 58, 43, 34, 25, 5
2023/10/8, 46, 59, 42, 31, 24, 4
2023/10/9, 55, 65, 31, 31, 23, 4
2023/10/10, 73, 64, 27, 29, 24, 4
2023/10/11, 74, 67, 23, 20, 24, 4
2023/10/12, 86, 68, 34, 15, 26, 4
2023/10/13, 89, 69, 34, 15, 27, 4
2023/10/14, 90, 67, 35, 16, 24, 4
2023/10/15, 84, 67, 51, 20, 16, 5
2023/10/16, 86, 74, 38, 22, 13, 6
2023/10/17, 111, 72, 38, 21, 13, 5
2023/10/18, 100, 46, 24, 15, 18, 4
2023/10/19, 58, 30, 3, 6, 16, 3
2023/10/20, 53, , , , , 
2023/7/1, 45, 36, 20, 11, 22, 3
2023/7/2, 46, 39, 18, 12, 22, 3
2023/7/3, 47, 32, 25, 6, 22, 5
2023/7/4, 43, 41, 47, 9, 23, 8
2023/7/5, 55, 19, 47, 7, 20, 5
2023/7/6, 24, 44, 68, 6, 30, 3
2023/7/7, 63, 47, 49, 7, 27, 2
2023/7/8, 67, 44, 25, 18, 33, 4
2023/7/9, 55, 44, 66, 14, 31, 5
2023/7/10, 56, 41, 66, 12, 18, 6
2023/7/11, 56, 53, 62, 17, 28, 7
2023/7/12, 78, 38, 75, 11, 17, 6
2023/7/13, 52, 45, 72, 14, 16, 7
2023/7/14, 69, 50, 85, 12, 15, 7
2023/7/15, 77, 54, 67, 13, 16, 7
2023/7/16, 84, 59, 57, 13, 12, 6
2023/7/17, 88, 40, 25, 9, 10, 4
2023/7/18, 52, 29, 18, 13, 16, 4
2023/7/19, 48, 42, 13, 12, 19, 4
2023/7/20, 74, , , , , 
2023/7/24, 63, 40, 28, 9, 12, 3
2023/7/25, 71, 46, 36, 7, 14, 4
2023/7/26, 61, 45, 98, 7, 13, 4
2023/7/27, 65, , , , , 
2023/7/31, 46, 41, 24, 8, 17, 5
2023/8/1, 52, 46, 27, 8, 14, 4
2023/8/2, 60, 48, 13, 9, 13, 6
2023/8/3, 63, 24, 11, 7, 8, 5
2023/8/4, 37, 35, 13, 18, 31, 5
2023/8/5, 48, 44, 13, 17, 30, 6
2023/8/6, 53, 41, 27, 10, 18, 5
2023/8/7, 46, 51, 46, 12, 23, 4
2023/8/8, 60, 53, 60, 7, 23, 4
2023/8/9, 69, 49, 34, 11, 21, 4
2023/8/10, 71, 48, 18, 15, 20, 5
2023/8/11, 66, 41, 29, 12, 22, 5
2023/8/12, 55, 48, 36, 10, 17, 4
2023/8/13, 71, 51, 52, 11, 13, 4
2023/8/14, 78, 50, 37, 11, 13, 5
2023/8/15, 76, 62, 39, 12, 13, 5
