date, pm25, pm10, o3, no2, so2, co
20/06/2020, ,27,37,2,10,1
21/06/2020,43,25,32,2,10,1
22/06/2020,40,28,72,2,14,2
23/06/2020,43,23,39,3,17,2
24/06/2020,34,24,31,3,11,2
25/06/2020,39,26,30,3,15,2
26/06/2020,43, ,43,2,15,1
27/06/2020, , ,41,2,14,1
28/06/2020, , ,37,2,11,1
29/06/2020, , ,50,2,11,1
30/06/2020, , ,34,3,11,2
1/07/2020, , ,31,3,11,2
2/07/2020, , ,29,2,11,1
3/07/2020, , ,29,2,8,1
4/07/2020, , ,28,2,10,2
5/07/2020, , ,28,2,10,2
6/07/2020, , ,29,2,14,1
7/07/2020, , ,33,2,13,2
8/07/2020, , ,36,2,14,3
9/07/2020, , ,22,3,15,2
10/07/2020, , ,20,3,14,4
11/07/2020, , ,22,4,16,2
12/07/2020, , ,34,3,13, 
13/07/2020, , ,33,2,16,1
14/07/2020, , ,90,2,11,1
15/07/2020, , ,27,2,11,2
16/07/2020, , ,28,2,13, 
17/07/2020, , ,40,2,15, 
18/07/2020, , ,36,2,15,5
19/07/2020, , ,28,2,14, 
20/07/2020, , ,24,2,12, 
21/07/2020, , ,19,2,15, 
22/07/2020, , ,19,2,16, 
23/07/2020, , ,25,2,19,2
24/07/2020, , ,28,2,15, 
25/07/2020, ,21,31,2,15,2
26/07/2020,32,11,82,2,14, 
27/07/2020,15,15,22,3,12, 
28/07/2020,23,17,71,2,14, 
29/07/2020,26,16,32,4,12,3
30/07/2020,26,14,45,3,14,2
31/07/2020,22,7,27,3,11,1
1/08/2020,10,3,22,2,10,1
2/08/2020,5,4,20,1,9,1
3/08/2020,5,14,19,2,9,1
4/08/2020,22,27,18,2,14,1
5/08/2020,45,23,16,1,14,2
6/08/2020,37,25, ,1,13,2
7/08/2020,39,27, ,1,13,2
8/08/2020,41,27, ,1,15,2
9/08/2020,41,30, ,1,13,2
10/08/2020,45,20, ,1,10,2
11/08/2020,28,34, ,1,13,1
12/08/2020,50,53, ,1,13,1
13/08/2020,91,70, ,2,16,1
14/08/2020,119,55, ,2,21,2
15/08/2020,89,48, ,2,18,2
16/08/2020,76,58, ,2,17,2
17/08/2020,97,47, ,2,19,2
18/08/2020,71,39, ,2,22,1
19/08/2020,58,41, ,2,18,1
20/08/2020,62, , ,2,16,2
21/08/2020, , , ,2,18,2
22/08/2020, , , ,2,15,1
23/08/2020, , , ,1,15,1
24/08/2020, , , ,1,14,2
25/08/2020, , , ,2,15,1
26/08/2020, , , ,2,17,2
27/08/2020, , , ,2,16,2
28/08/2020, , , ,2,14,2
29/08/2020, , , ,2,15,2
30/08/2020, , , ,1,14,1
2/09/2020, , , ,1,15,3
3/09/2020, , , ,2,15,3
4/09/2020, , , ,2,14,3
5/09/2020, , , ,2,18,2
6/09/2020, , , ,1,15,2
7/09/2020, , , ,2,13,1
8/09/2020, , , ,3,16,2
9/09/2020, , , ,2,20,2
10/09/2020, , , ,3,20,3
11/09/2020, , , ,2,20,3
12/09/2020, , , ,2,15,2
13/09/2020, , , ,2,15,2
14/09/2020, , , ,2,20,2
15/09/2020, , , ,2,20,2
16/09/2020, , , ,2,19,2
17/09/2020, , , ,2,20,2
18/09/2020, , , ,1,13,1
19/09/2020, , , ,1,14,1
20/09/2020, ,55, ,2,18,2
21/09/2020,94,78, ,2,21,3
22/09/2020,129,54, ,2,21,3
23/09/2020,85,24, ,2,22,2
24/09/2020,23,59, ,1,16,2
25/09/2020,96,49, ,2,20,2
26/09/2020,77,19, ,1,17,2
27/09/2020,24,29, ,1,16,2
28/09/2020,43,41, ,1,16,3
29/09/2020,61,43, ,2,19,2
30/09/2020,57,45, ,2,19,2
1/10/2020,68,47, ,2,18, 
2/10/2020,66,48, ,2,17, 
3/10/2020,69,56, ,2,16, 
4/10/2020,95,44, ,1,22, 
5/10/2020,64,21, ,1,16, 
6/10/2020,30,18, ,1,16, 
7/10/2020,23,28, ,1,17, 
8/10/2020,40,22, ,1,17, 
9/10/2020,26, , , , , 
11/10/2020, ,76, ,3,20, 
12/10/2020,103,58, ,2,19, 
13/10/2020,88,53, , ,17, 
14/10/2020,89, , , , , 
18/10/2020, ,31,12,2,23, 
19/10/2020,40,26,25,2,23, 
20/10/2020,32,35,30,2,21, 
21/10/2020,39,67,39,3,22, 
22/10/2020,89,97,39,3,24, 
23/10/2020,121,95,49,4,23, 
24/10/2020,129,76,29,3,22, 
25/10/2020,118,46,29,1,21, 
26/10/2020,68,43,27,3,20, 
27/10/2020,55,43,27, ,19, 
28/10/2020,62,26,28,2,17, 
29/10/2020,43,19,20, ,19, 
30/10/2020,27,35,17,4,22, 
31/10/2020,43,67,55,2,24, 
