,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi
0,Quận 5,2016-02-11,68,0,0,0,0,0,68
1,Quận 5,2016-02-12,54,0,0,0,0,0,54
2,Quận 5,2016-02-13,54,0,0,0,0,0,54
3,Quận 5,2016-02-14,54,0,0,0,0,0,54
4,Quận 5,2016-02-15,59,0,0,0,0,0,59
5,Quận 5,2016-02-16,95,0,0,0,0,0,95
6,Quận 5,2016-02-17,100,0,0,0,0,0,100
7,Quận 5,2016-02-18,105,0,0,0,0,0,105
8,Quận 5,2016-02-19,112,0,0,0,0,0,112
9,Quận 5,2016-02-20,98,0,0,0,0,0,98
10,Quận 5,2016-02-21,109,0,0,0,0,0,109
11,Quận 5,2016-02-22,99,0,0,0,0,0,99
12,Quận 5,2016-02-23,94,0,0,0,0,0,94
13,Quận 5,2016-02-24,108,0,0,0,0,0,108
14,Quận 5,2016-02-25,103,0,0,0,0,0,103
15,Quận 5,2016-02-26,80,0,0,0,0,0,80
16,Quận 5,2016-02-27,71,0,0,0,0,0,71
17,Quận 5,2016-02-28,99,0,0,0,0,0,99
18,Quận 5,2016-02-29,106,0,0,0,0,0,106
19,Quận 5,2016-03-01,111,0,0,0,0,0,111
20,Quận 5,2016-03-02,125,0,0,0,0,0,125
21,Quận 5,2016-03-03,115,0,0,0,0,0,115
22,Quận 5,2016-03-04,89,0,0,0,0,0,89
23,Quận 5,2016-03-05,84,0,0,0,0,0,84
24,Quận 5,2016-03-06,69,0,0,0,0,0,69
25,Quận 5,2016-03-07,66,0,0,0,0,0,66
26,Quận 5,2016-03-08,72,0,0,0,0,0,72
27,Quận 5,2016-03-09,69,0,0,0,0,0,69
28,Quận 5,2016-03-10,72,0,0,0,0,0,72
29,Quận 5,2016-03-11,74,0,0,0,0,0,74
30,Quận 5,2016-03-12,73,0,0,0,0,0,73
31,Quận 5,2016-03-13,78,0,0,0,0,0,78
32,Quận 5,2016-03-14,91,0,0,0,0,0,91
33,Quận 5,2016-03-15,85,0,0,0,0,0,85
34,Quận 5,2016-03-16,78,0,0,0,0,0,78
35,Quận 5,2016-03-17,75,0,0,0,0,0,75
36,Quận 5,2016-03-18,71,0,0,0,0,0,71
37,Quận 5,2016-03-19,78,0,0,0,0,0,78
38,Quận 5,2016-03-20,82,0,0,0,0,0,82
39,Quận 5,2016-03-21,76,0,0,0,0,0,76
40,Quận 5,2016-03-22,73,0,0,0,0,0,73
41,Quận 5,2016-03-23,85,0,0,0,0,0,85
42,Quận 5,2016-03-24,80,0,0,0,0,0,80
43,Quận 5,2016-03-25,85,0,0,0,0,0,85
44,Quận 5,2016-03-26,114,0,0,0,0,0,114
45,Quận 5,2016-03-27,106,0,0,0,0,0,106
46,Quận 5,2016-03-28,117,0,0,0,0,0,117
47,Quận 5,2016-03-29,136,0,0,0,0,0,136
48,Quận 5,2016-03-30,92,0,0,0,0,0,92
49,Quận 5,2016-03-31,75,0,0,0,0,0,75
50,Quận 5,2016-04-01,67,0,0,0,0,0,67
51,Quận 5,2016-04-02,70,0,0,0,0,0,70
52,Quận 5,2016-04-03,73,0,0,0,0,0,73
53,Quận 5,2016-04-04,68,0,0,0,0,0,68
54,Quận 5,2016-04-05,72,0,0,0,0,0,72
55,Quận 5,2016-04-06,70,0,0,0,0,0,70
56,Quận 5,2016-04-07,67,0,0,0,0,0,67
57,Quận 5,2016-04-08,68,0,0,0,0,0,68
58,Quận 5,2016-04-09,64,0,0,0,0,0,64
59,Quận 5,2016-04-10,75,0,0,0,0,0,75
60,Quận 5,2016-04-11,85,0,0,0,0,0,85
61,Quận 5,2016-04-12,86,0,0,0,0,0,86
62,Quận 5,2016-04-13,94,0,0,0,0,0,94
63,Quận 5,2016-04-14,97,0,0,0,0,0,97
64,Quận 5,2016-04-15,111,0,0,0,0,0,111
65,Quận 5,2016-04-16,101,0,0,0,0,0,101
66,Quận 5,2016-04-17,95,0,0,0,0,0,95
67,Quận 5,2016-04-18,83,0,0,0,0,0,83
68,Quận 5,2016-04-19,68,0,0,0,0,0,68
69,Quận 5,2016-04-20,75,0,0,0,0,0,75
70,Quận 5,2016-04-21,66,0,0,0,0,0,66
71,Quận 5,2016-04-22,55,0,0,0,0,0,55
72,Quận 5,2016-04-23,50,0,0,0,0,0,50
73,Quận 5,2016-04-24,58,0,0,0,0,0,58
74,Quận 5,2016-04-25,59,0,0,0,0,0,59
75,Quận 5,2016-04-26,51,0,0,0,0,0,51
76,Quận 5,2016-04-27,62,0,0,0,0,0,62
77,Quận 5,2016-04-28,59,0,0,0,0,0,59
78,Quận 5,2016-04-29,48,0,0,0,0,0,48
79,Quận 5,2016-04-30,66,0,0,0,0,0,66
80,Quận 5,2016-05-01,64,0,0,0,0,0,64
81,Quận 5,2016-05-02,57,0,0,0,0,0,57
82,Quận 5,2016-05-03,48,0,0,0,0,0,48
83,Quận 5,2016-05-04,59,0,0,0,0,0,59
84,Quận 5,2016-05-05,59,0,0,0,0,0,59
85,Quận 5,2016-05-06,57,0,0,0,0,0,57
86,Quận 5,2016-05-07,71,0,0,0,0,0,71
87,Quận 5,2016-05-08,46,0,0,0,0,0,46
88,Quận 5,2016-05-09,48,0,0,0,0,0,48
89,Quận 5,2016-05-10,52,0,0,0,0,0,52
90,Quận 5,2016-05-11,53,0,0,0,0,0,53
91,Quận 5,2016-05-12,53,0,0,0,0,0,53
92,Quận 5,2016-05-13,68,0,0,0,0,0,68
93,Quận 5,2016-05-14,69,0,0,0,0,0,69
94,Quận 5,2016-05-15,71,0,0,0,0,0,71
95,Quận 5,2016-05-16,108,0,0,0,0,0,108
96,Quận 5,2016-05-17,112,0,0,0,0,0,112
97,Quận 5,2016-05-18,114,0,0,0,0,0,114
98,Quận 5,2016-05-19,132,0,0,0,0,0,132
99,Quận 5,2016-05-20,109,0,0,0,0,0,109
100,Quận 5,2016-05-21,117,0,0,0,0,0,117
101,Quận 5,2016-05-22,90,0,0,0,0,0,90
102,Quận 5,2016-05-23,81,0,0,0,0,0,81
103,Quận 5,2016-05-24,65,0,0,0,0,0,65
104,Quận 5,2016-05-25,63,0,0,0,0,0,63
105,Quận 5,2016-05-26,71,0,0,0,0,0,71
106,Quận 5,2016-05-27,65,0,0,0,0,0,65
107,Quận 5,2016-05-28,69,0,0,0,0,0,69
108,Quận 5,2016-05-29,68,0,0,0,0,0,68
109,Quận 5,2016-05-30,70,0,0,0,0,0,70
110,Quận 5,2016-05-31,86,0,0,0,0,0,86
111,Quận 5,2016-06-01,84,0,0,0,0,0,84
112,Quận 5,2016-06-02,60,0,0,0,0,0,60
113,Quận 5,2016-06-03,69,0,0,0,0,0,69
114,Quận 5,2016-06-04,76,0,0,0,0,0,76
115,Quận 5,2016-06-05,79,0,0,0,0,0,79
116,Quận 5,2016-06-06,76,0,0,0,0,0,76
117,Quận 5,2016-06-07,72,0,0,0,0,0,72
118,Quận 5,2016-06-08,85,0,0,0,0,0,85
119,Quận 5,2016-06-09,105,0,0,0,0,0,105
120,Quận 5,2016-06-10,80,0,0,0,0,0,80
121,Quận 5,2016-06-11,97,0,0,0,0,0,97
122,Quận 5,2016-06-14,66,0,0,0,0,0,66
123,Quận 5,2016-06-15,65,0,0,0,0,0,65
124,Quận 5,2016-06-16,69,0,0,0,0,0,69
125,Quận 5,2016-06-17,110,0,0,0,0,0,110
126,Quận 5,2016-06-18,71,0,0,0,0,0,71
127,Quận 5,2016-06-19,96,0,0,0,0,0,96
128,Quận 5,2016-06-20,87,0,0,0,0,0,87
129,Quận 5,2016-06-21,88,0,0,0,0,0,88
130,Quận 5,2016-06-22,54,0,0,0,0,0,54
131,Quận 5,2016-06-23,68,0,0,0,0,0,68
132,Quận 5,2016-06-24,129,0,0,0,0,0,129
133,Quận 5,2016-06-25,103,0,0,0,0,0,103
134,Quận 5,2016-06-26,76,0,0,0,0,0,76
135,Quận 5,2016-06-27,80,0,0,0,0,0,80
136,Quận 5,2016-06-28,56,0,0,0,0,0,56
137,Quận 5,2016-06-29,49,0,0,0,0,0,49
138,Quận 5,2016-06-30,60,0,0,0,0,0,60
139,Quận 5,2016-07-01,59,0,0,0,0,0,59
140,Quận 5,2016-07-02,86,0,0,0,0,0,86
141,Quận 5,2016-07-03,102,0,0,0,0,0,102
142,Quận 5,2016-07-04,102,0,0,0,0,0,102
143,Quận 5,2016-07-05,78,0,0,0,0,0,78
144,Quận 5,2016-07-06,72,0,0,0,0,0,72
145,Quận 5,2016-07-07,46,0,0,0,0,0,46
146,Quận 5,2016-07-08,51,0,0,0,0,0,51
147,Quận 5,2016-07-09,58,0,0,0,0,0,58
148,Quận 5,2016-07-10,64,0,0,0,0,0,64
149,Quận 5,2016-07-11,58,0,0,0,0,0,58
150,Quận 5,2016-07-12,64,0,0,0,0,0,64
151,Quận 5,2016-07-13,72,0,0,0,0,0,72
152,Quận 5,2016-07-14,67,0,0,0,0,0,67
153,Quận 5,2016-07-15,75,0,0,0,0,0,75
154,Quận 5,2016-07-16,85,0,0,0,0,0,85
155,Quận 5,2016-07-17,90,0,0,0,0,0,90
156,Quận 5,2016-07-18,76,0,0,0,0,0,76
157,Quận 5,2016-07-19,76,0,0,0,0,0,76
158,Quận 5,2016-07-20,99,0,0,0,0,0,99
159,Quận 5,2016-07-21,83,0,0,0,0,0,83
160,Quận 5,2016-07-22,98,0,0,0,0,0,98
161,Quận 5,2016-07-23,136,0,0,0,0,0,136
162,Quận 5,2016-07-24,126,0,0,0,0,0,126
163,Quận 5,2016-07-25,86,0,0,0,0,0,86
164,Quận 5,2016-07-26,75,0,0,0,0,0,75
165,Quận 5,2016-07-27,68,0,0,0,0,0,68
166,Quận 5,2016-07-28,68,0,0,0,0,0,68
167,Quận 5,2016-07-29,58,0,0,0,0,0,58
168,Quận 5,2016-07-30,63,0,0,0,0,0,63
169,Quận 5,2016-07-31,49,0,0,0,0,0,49
170,Quận 5,2016-08-01,74,0,0,0,0,0,74
171,Quận 5,2016-08-02,63,0,0,0,0,0,63
172,Quận 5,2016-08-03,86,0,0,0,0,0,86
173,Quận 5,2016-08-04,58,0,0,0,0,0,58
174,Quận 5,2016-08-05,71,0,0,0,0,0,71
175,Quận 5,2016-08-06,79,0,0,0,0,0,79
176,Quận 5,2016-08-07,54,0,0,0,0,0,54
177,Quận 5,2016-08-08,50,0,0,0,0,0,50
178,Quận 5,2016-08-09,54,0,0,0,0,0,54
179,Quận 5,2016-08-10,55,0,0,0,0,0,55
180,Quận 5,2016-08-11,66,0,0,0,0,0,66
181,Quận 5,2016-08-12,57,0,0,0,0,0,57
182,Quận 5,2016-08-13,52,0,0,0,0,0,52
183,Quận 5,2016-08-14,55,0,0,0,0,0,55
184,Quận 5,2016-08-15,44,0,0,0,0,0,44
185,Quận 5,2016-08-16,51,0,0,0,0,0,51
186,Quận 5,2016-08-17,58,0,0,0,0,0,58
187,Quận 5,2016-08-18,65,0,0,0,0,0,65
188,Quận 5,2016-08-19,58,0,0,0,0,0,58
189,Quận 5,2016-08-20,72,0,0,0,0,0,72
190,Quận 5,2016-08-21,71,0,0,0,0,0,71
191,Quận 5,2016-08-22,77,0,0,0,0,0,77
