,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi,mức độ ô nhiễm
0,Láng Hạ,2020-06-20,0,42,0,4,0,1,42,Tốt
1,Láng Hạ,2020-06-21,49,44,0,5,0,2,49,Tốt
2,Láng Hạ,2020-06-22,52,37,0,5,0,3,52,Vừa Phải
3,Láng Hạ,2020-06-23,42,40,0,5,0,2,42,Tốt
4,Láng Hạ,2020-06-24,46,56,0,8,0,6,56,Vừa Phải
5,Láng Hạ,2020-06-25,75,38,0,5,0,2,75,Vừa Phải
6,Láng Hạ,2020-06-26,47,35,0,4,0,1,47,Tốt
7,Láng Hạ,2020-06-27,40,39,0,4,0,1,40,Tốt
8,Láng Hạ,2020-06-28,45,44,0,4,0,2,45,Tốt
9,Láng Hạ,2020-06-29,54,42,0,5,0,2,54,Vừa Phải
10,Láng Hạ,2020-06-30,53,50,0,5,0,4,53,Vừa Phải
11,Láng Hạ,2020-07-01,62,51,0,5,0,2,62,Vừa Phải
12,Láng Hạ,2020-07-02,56,46,0,4,0,4,56,Vừa Phải
13,Láng Hạ,2020-07-03,51,36,0,3,0,3,51,Vừa Phải
14,Láng Hạ,2020-07-04,39,40,0,3,0,1,40,Tốt
15,Láng Hạ,2020-07-05,44,37,0,3,0,2,44,Tốt
16,Láng Hạ,2020-07-06,42,45,0,3,0,2,45,Tốt
17,Láng Hạ,2020-07-07,49,38,0,3,0,2,49,Tốt
18,Láng Hạ,2020-07-08,41,45,0,4,0,4,45,Tốt
19,Láng Hạ,2020-07-09,49,44,0,3,0,4,49,Tốt
20,Láng Hạ,2020-07-10,46,55,0,2,0,5,55,Vừa Phải
21,Láng Hạ,2020-07-11,64,53,0,1,0,4,64,Vừa Phải
22,Láng Hạ,2020-07-12,67,54,0,2,0,2,67,Vừa Phải
23,Láng Hạ,2020-07-13,64,53,0,3,0,9,64,Vừa Phải
24,Láng Hạ,2020-07-14,62,50,0,2,0,1,62,Vừa Phải
25,Láng Hạ,2020-07-15,57,52,0,2,0,1,57,Vừa Phải
26,Láng Hạ,2020-07-16,55,49,0,2,0,2,55,Vừa Phải
27,Láng Hạ,2020-07-17,54,47,0,3,0,1,54,Vừa Phải
28,Láng Hạ,2020-07-18,54,47,0,2,0,2,54,Vừa Phải
29,Láng Hạ,2020-07-19,49,46,0,1,0,3,49,Tốt
30,Láng Hạ,2020-07-20,50,52,0,2,0,2,52,Vừa Phải
31,Láng Hạ,2020-07-21,58,45,0,4,0,1,58,Vừa Phải
32,Láng Hạ,2020-07-22,50,48,0,4,0,2,50,Tốt
33,Láng Hạ,2020-07-23,50,52,0,3,0,2,52,Vừa Phải
34,Láng Hạ,2020-07-24,57,48,0,3,0,1,57,Vừa Phải
35,Láng Hạ,2020-07-25,54,42,0,3,0,2,54,Vừa Phải
36,Láng Hạ,2020-07-26,46,68,0,4,0,8,68,Vừa Phải
37,Láng Hạ,2020-07-27,87,84,0,3,0,8,87,Vừa Phải
38,Láng Hạ,2020-07-28,125,68,0,4,0,4,125,Không tốt cho người nhạy cảm
39,Láng Hạ,2020-07-29,97,61,0,5,0,3,97,Vừa Phải
40,Láng Hạ,2020-07-30,79,54,0,3,0,6,79,Vừa Phải
41,Láng Hạ,2020-07-31,63,62,0,3,0,8,63,Vừa Phải
42,Láng Hạ,2020-08-01,81,45,0,2,0,4,81,Vừa Phải
43,Láng Hạ,2020-08-02,49,49,0,2,0,7,49,Tốt
44,Láng Hạ,2020-08-03,56,58,0,3,0,4,58,Vừa Phải
45,Láng Hạ,2020-08-04,76,56,0,3,0,5,76,Vừa Phải
46,Láng Hạ,2020-08-05,63,49,0,2,0,3,63,Vừa Phải
47,Láng Hạ,2020-08-06,56,52,0,3,0,6,56,Vừa Phải
48,Láng Hạ,2020-08-07,57,46,0,3,0,2,57,Vừa Phải
49,Láng Hạ,2020-08-08,52,46,0,4,0,2,52,Vừa Phải
50,Láng Hạ,2020-08-09,50,52,0,5,0,4,52,Vừa Phải
51,Láng Hạ,2020-08-10,60,42,0,4,0,2,60,Vừa Phải
