date, pm25, pm10, o3, no2, so2, co
2023/10/1, 47, 55, 32, 24, 11, 5
2023/10/2, 60, 59, 31, 22, 11, 5
2023/10/3, 78, 61, 31, 22, 11, 5
2023/10/4, 84, 64, 33, 20, 17, 5
2023/10/5, 94, 62, 28, 16, 24, 5
2023/10/6, 87, 54, 21, 14, 24, 6
2023/10/7, 56, 53, 30, 15, 25, 6
2023/10/8, 51, 61, 32, 15, 24, 5
2023/10/9, 85, 67, 26, 15, 23, 5
2023/10/10, 104, 60, 24, 15, 27, 5
2023/10/11, 81, 64, 13, 12, 28, 5
2023/10/12, 93, 65, 23, 20, 33, 6
2023/10/13, 97, 70, 20, 25, 31, 6
2023/10/14, 113, 62, 23, 26, 29, 6
2023/10/15, 86, 62, 25, 27, 14, 7
2023/10/16, 88, 68, 30, 30, 11, 7
2023/10/17, 107, 75, 28, 32, 11, 10
2023/10/18, 130, 62, 25, 27, 6, 5
2023/10/19, 87, 62, 7, 26, 5, 5
2023/10/20, 85, , , , , 
2023/7/1, 101, 34, 18, 7, 18, 4
2023/7/2, 58, 46, 21, 8, 19, 4
2023/7/3, 78, 45, 25, 7, 19, 4
2023/7/4, 71, 44, 45, 8, 21, 4
2023/7/5, 64, 47, 42, 7, 19, 3
2023/7/6, 73, 43, 32, 12, 20, 3
2023/7/7, 58, 37, 30, 10, 24, 3
2023/7/8, 45, 50, 34, 13, 24, 4
2023/7/9, 72, 44, 32, 14, 25, 3
2023/7/10, 61, 45, 31, 11, 23, 3
2023/7/11, 60, 38, 29, 9, 20, 4
2023/7/12, 43, 49, 37, 13, 26, 5
2023/7/13, 68, 42, 33, 8, 16, 5
2023/7/14, 64, 40, 33, 5, 13, 3
2023/7/15, 59, 44, 33, 7, 21, 4
2023/7/16, 61, 56, 30, 17, 20, 7
2023/7/17, 88, 33, 20, 8, 14, 8
2023/7/18, 61, 27, 14, 10, 15, 9
2023/7/19, 42, 41, 16, 10, 16, 11
2023/7/20, 64, 43, 18, 6, 13, 9
2023/7/21, 63, 41, 33, 7, 12, 6
2023/7/22, 50, 45, 35, 10, 9, 6
2023/7/23, 49, 54, 30, 8, 12, 6
2023/7/24, 70, 49, 35, 11, 11, 6
2023/7/25, 69, 55, 37, 11, 13, 6
2023/7/26, 90, 56, 35, 8, 16, 6
2023/7/27, 92, 59, 29, 6, 13, 7
2023/7/28, 93, 63, 37, 6, 13, 8
2023/7/29, 88, 56, 32, 6, 11, 7
2023/7/30, 70, 50, 25, 6, 19, 7
2023/7/31, 59, 40, 20, 7, 14, 6
2023/8/1, 54, 46, 17, 16, 25, 7
2023/8/2, 56, 51, 23, 6, 14, 7
2023/8/3, 61, 44, 11, 8, 15, 7
2023/8/4, 44, 35, 8, 13, 24, 6
2023/8/5, 35, 39, 10, 12, 20, 7
2023/8/6, 39, 49, 20, 6, 21, 6
2023/8/7, 49, 54, 31, 14, 17, 6
2023/8/8, 62, 58, 34, 22, 25, 6
2023/8/9, 76, 59, 23, 20, 19, 7
2023/8/10, 82, 56, 19, 19, 18, 7
2023/8/11, 66, 74, 31, 19, 24, 7
2023/8/12, 127, 68, 30, 19, 23, 7
2023/8/13, 107, 58, 28, 19, 22, 6
2023/8/14, 74, 62, 31, 19, 22, 7
2023/8/15, 90, 63, 27, 19, 18, 8
2023/8/16, 92, 71, 31, 20, 11, 6
2023/8/17, 117, 78, 27, 20, 13, 8
2023/8/18, 132, 58, 22, 18, 14, 10
2023/8/19, 72, 56, 19, 17, 14, 10
2023/8/20, 62, 52, 27, 20, 12, 10
2023/8/21, 61, 72, 29, 21, 11, 9
2023/8/22, 110, 76, 28, 21, 11, 8
2023/8/23, 128, 61, 23, 19, 10, 5
2023/8/24, 83, 67, 26, 20, 11, 6
2023/8/25, 104, 69, 28, 20, 11, 6
2023/8/26, 109, 57, 28, 21, 11, 6
2023/8/27, 69, 56, 23, 18, 10, 7
2023/8/28, 75, 63, 26, 17, 9, 5
2023/8/29, 89, 65, 30, 18, 9, 5
2023/8/30, 98, 67, 39, 19, 10, 6
2023/8/31, 104, 64, 43, 19, 9, 7
2023/9/1, 96, 64, 40, 19, 9, 6
2023/9/2, 98, 58, 24, 16, 9, 4
2023/9/3, 72, 54, 22, 18, 12, 4
2023/9/4, 56, 52, 29, 20, 11, 5
2023/9/5, 54, 64, 36, 22, 11, 5
2023/9/6, 94, 65, 36, 22, 12, 5
2023/9/7, 98, 62, 29, 22, 12, 5
2023/9/8, 90, 72, 27, 20, 12, 6
2023/9/9, 124, 62, 29, 21, 12, 5
2023/9/10, 84, 48, 26, 19, 11, 5
2023/9/11, 55, 60, 19, 18, 11, 5
2023/9/12, 81, 50, 16, 17, 12, 5
2023/9/13, 42, 50, 15, 16, 12, 5
2023/9/14, 41, 53, 25, 19, 12, 5
2023/9/15, 50, 54, 24, 19, 12, 5
2023/9/16, 57, 60, 12, 17, 12, 4
2023/9/17, 79, 61, 24, 19, 12, 5
2023/9/18, 86, 60, 29, 22, 10, 4
2023/9/19, 77, 58, 28, 22, 10, 4
2023/9/20, 73, 56, 30, 22, 10, 4
2023/9/21, 65, 56, 31, 22, 10, 4
2023/9/22, 64, 57, 28, 22, 10, 4
2023/9/23, 67, 58, 26, 21, 10, 5
2023/9/24, 72, 60, 28, 21, 11, 6
2023/9/25, 81, 57, 23, 20, 11, 5
2023/9/26, 68, 56, 22, 19, 10, 4
2023/9/27, 64, 54, 18, 17, 11, 5
2023/9/28, 57, 56, 25, 20, 10, 6
2023/9/29, 66, 70, 29, 22, 11, 6
2023/9/30, 111, 53, 10, 13, 10, 5
2023/4/1, 15, 12, 9, 15, 9, 2
2023/4/2, 8, 31, 18, 10, 10, 3
2023/4/3, 40, 54, 18, 9, 11, 1
2023/4/4, 86, 64, 23, 10, 11, 2
2023/4/5, 106, 76, 22, 9, 11, 1
2023/4/6, 113, 77, 16, 19, 17, 2
2023/4/7, 117, 61, 22, 15, 16, 2
2023/4/8, 94, 44, 18, 14, 15, 2
2023/4/9, 68, 49, 13, 14, 16, 3
2023/4/10, 78, 44, 14, 12, 12, 4
2023/4/11, 83, 54, 14, 15, 12, 2
2023/4/12, 100, 42, 18, 10, 11, 2
2023/4/13, 73, 52, 15, 11, 12, 2
2023/4/14, 95, 69, 17, 10, 13, 3
2023/4/15, 123, 85, 25, 7, 13, 3
2023/4/16, 166, 69, 18, 7, 11, 2
2023/4/17, 122, 47, 14, 4, 10, 2
2023/4/18, 84, 49, 20, 8, 10, 3
2023/4/19, 78, 50, 18, 11, 11, 3
2023/4/20, 84, 52, 21, 20, 11, 3
2023/4/21, 86, 48, 19, 26, 10, 2
2023/4/22, 77, 50, 16, 21, 10, 2
2023/4/23, 85, 51, 14, 21, 11, 2
2023/4/24, 88, 42, 12, 28, 14, 3
2023/4/25, 63, 40, 24, 29, 16, 3
2023/4/26, 55, 41, 29, 25, 12, 2
2023/4/27, 56, 37, 17, 23, 11, 2
2023/4/28, 52, 38, 22, 26, 12, 2
2023/4/29, 54, 43, 26, 24, 16, 2
2023/4/30, 63, , , , , 
2023/5/3, 66, 44, 15, 20, 11, 1
2023/5/4, 64, 44, 23, 21, 11, 1
2023/5/5, 49, 42, 13, 22, 11, 1
2023/5/6, 50, , , , , 
2023/5/8, 28, 18, 17, 26, 13, 3
2023/5/9, 29, 23, 15, 23, 11, 2
2023/5/10, 31, 19, 23, 22, 11, 2
2023/5/11, 30, 52, 19, 24, 16, 3
2023/5/12, 83, 60, 22, 23, 15, 2
2023/5/13, 111, 25, 20, 25, 14, 3
2023/5/14, 37, 25, 30, 27, 13, 3
2023/5/15, 36, 34, 27, 22, 11, 2
2023/5/16, 54, 53, 38, 24, 11, 2
2023/5/17, 95, 58, 36, 27, 11, 2
2023/5/18, 100, 62, 23, 25, 9, 4
