,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi,mức độ ô nhiễm
0,Quế Võ,2020-06-20,0,43,0,2,0,1,43,Tốt
1,Quế Võ,2020-06-21,58,35,0,2,0,1,58,Vừa Phải
2,Quế Võ,2020-06-22,40,37,0,2,0,1,40,Tốt
3,Quế Võ,2020-06-23,43,39,0,3,0,1,43,Tốt
4,Quế Võ,2020-06-24,44,54,0,11,0,2,54,Vừa Phải
5,Quế Võ,2020-06-25,79,32,0,3,0,1,79,Vừa Phải
6,Quế Võ,2020-06-26,35,28,0,1,0,1,35,Tốt
7,Quế Võ,2020-06-27,31,30,0,1,0,1,31,Tốt
8,Quế Võ,2020-06-28,36,34,0,1,0,1,36,Tốt
9,Quế Võ,2020-06-29,41,34,0,2,0,1,41,Tốt
10,Quế Võ,2020-06-30,42,43,0,6,0,1,43,Tốt
11,Quế Võ,2020-07-01,52,37,0,5,0,1,52,Vừa Phải
12,Quế Võ,2020-07-02,45,24,0,3,0,1,45,Tốt
13,Quế Võ,2020-07-03,25,24,0,5,0,1,25,Tốt
14,Quế Võ,2020-07-04,25,25,0,2,0,1,25,Tốt
15,Quế Võ,2020-07-05,28,28,0,1,0,1,28,Tốt
16,Quế Võ,2020-07-06,28,34,0,1,0,1,34,Tốt
17,Quế Võ,2020-07-07,37,37,0,2,0,1,37,Tốt
18,Quế Võ,2020-07-08,40,40,0,3,0,1,40,Tốt
19,Quế Võ,2020-07-09,44,42,0,3,0,1,44,Tốt
20,Quế Võ,2020-07-10,40,51,0,8,0,1,51,Vừa Phải
21,Quế Võ,2020-07-11,65,52,0,5,0,1,65,Vừa Phải
22,Quế Võ,2020-07-12,68,36,0,2,0,1,68,Vừa Phải
23,Quế Võ,2020-07-13,45,41,0,3,0,1,45,Tốt
24,Quế Võ,2020-07-14,57,30,0,1,0,1,57,Vừa Phải
25,Quế Võ,2020-07-15,39,33,0,2,0,1,39,Tốt
26,Quế Võ,2020-07-16,37,32,0,1,0,1,37,Tốt
27,Quế Võ,2020-07-17,35,37,0,1,0,1,37,Tốt
28,Quế Võ,2020-07-18,42,39,0,1,0,1,42,Tốt
29,Quế Võ,2020-07-19,45,31,0,5,0,1,45,Tốt
30,Quế Võ,2020-07-20,35,26,0,3,0,1,35,Tốt
31,Quế Võ,2020-07-21,31,23,0,2,15,1,31,Tốt
32,Quế Võ,2020-07-22,25,23,0,2,12,1,25,Tốt
33,Quế Võ,2020-07-23,27,26,0,3,10,1,27,Tốt
34,Quế Võ,2020-07-24,31,29,0,3,10,1,31,Tốt
35,Quế Võ,2020-07-25,34,33,0,2,10,1,34,Tốt
36,Quế Võ,2020-07-26,39,54,0,9,11,2,54,Vừa Phải
37,Quế Võ,2020-07-27,77,58,0,9,11,2,77,Vừa Phải
38,Quế Võ,2020-07-28,95,48,0,8,10,2,95,Vừa Phải
39,Quế Võ,2020-07-29,66,46,0,5,10,1,66,Vừa Phải
40,Quế Võ,2020-07-30,61,46,0,7,10,1,61,Vừa Phải
41,Quế Võ,2020-07-31,60,32,0,8,11,1,60,Vừa Phải
42,Quế Võ,2020-08-01,34,9,0,3,13,1,34,Tốt
43,Quế Võ,2020-08-02,10,11,0,5,14,1,14,Tốt
44,Quế Võ,2020-08-03,10,18,0,5,13,1,18,Tốt
45,Quế Võ,2020-08-04,18,18,0,4,13,1,18,Tốt
46,Quế Võ,2020-08-05,23,17,0,6,14,1,23,Tốt
47,Quế Võ,2020-08-06,17,18,0,5,14,1,18,Tốt
48,Quế Võ,2020-08-07,20,24,0,5,12,1,24,Tốt
49,Quế Võ,2020-08-08,25,24,0,3,12,1,25,Tốt
50,Quế Võ,2020-08-09,27,28,0,4,12,1,28,Tốt
51,Quế Võ,2020-08-10,32,18,0,3,12,1,32,Tốt
52,Quế Võ,2020-08-11,18,25,0,4,12,1,25,Tốt
53,Quế Võ,2020-08-12,27,18,0,7,13,1,27,Tốt
54,Quế Võ,2020-08-13,18,17,0,6,15,1,18,Tốt
55,Quế Võ,2020-08-14,19,29,0,10,15,1,29,Tốt
56,Quế Võ,2020-08-15,27,26,0,6,14,1,27,Tốt
57,Quế Võ,2020-08-16,25,26,0,10,15,1,26,Tốt
58,Quế Võ,2020-08-17,20,17,0,7,16,1,20,Tốt
59,Quế Võ,2020-08-18,16,31,0,7,15,1,31,Tốt
60,Quế Võ,2020-08-19,29,39,0,7,14,1,39,Tốt
61,Quế Võ,2020-08-20,44,36,0,10,14,1,44,Tốt
62,Quế Võ,2020-08-21,37,35,0,5,13,1,37,Tốt
63,Quế Võ,2020-08-22,45,30,0,4,13,1,45,Tốt
64,Quế Võ,2020-08-23,39,41,0,4,12,1,41,Tốt
65,Quế Võ,2020-08-24,48,38,0,7,14,1,48,Tốt
66,Quế Võ,2020-08-25,40,40,0,6,13,2,40,Tốt
67,Quế Võ,2020-08-26,50,50,0,8,13,1,50,Tốt
68,Quế Võ,2020-08-27,69,48,0,8,13,1,69,Vừa Phải
69,Quế Võ,2020-08-28,60,46,0,7,13,1,60,Vừa Phải
70,Quế Võ,2020-08-29,51,48,0,5,13,1,51,Vừa Phải
71,Quế Võ,2020-08-30,63,59,0,11,14,2,63,Vừa Phải
72,Quế Võ,2020-08-31,83,55,0,8,14,2,83,Vừa Phải
73,Quế Võ,2020-09-01,79,68,0,7,14,3,79,Vừa Phải
74,Quế Võ,2020-09-02,121,68,0,7,14,2,121,Không tốt cho người nhạy cảm
