,Unnamed: 0,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi
0,0,Xuân Lâm,2021-02-12,0,41,42,1,2,3,42
1,1,Xuân Lâm,2021-02-13,61,50,34,4,3,3,61
2,2,Xuân Lâm,2021-02-14,75,45,28,1,2,3,75
3,3,Xuân Lâm,2021-02-15,71,47,23,4,2,3,71
4,4,Xuân Lâm,2021-02-16,79,48,22,4,2,3,79
5,5,Xuân Lâm,2021-02-17,70,68,32,10,6,5,70
6,6,Xuân Lâm,2021-02-18,122,74,42,14,5,5,122
7,7,Xuân Lâm,2021-02-19,130,67,68,7,4,3,130
8,8,Xuân Lâm,2021-02-20,115,56,46,4,13,3,115
9,9,Xuân Lâm,2021-02-21,86,46,30,3,14,2,86
10,10,Xuân Lâm,2021-02-22,71,0,35,5,9,3,71
11,11,Xuân Lâm,2021-02-23,0,0,29,2,9,2,29
12,12,Xuân Lâm,2021-02-24,0,0,27,2,7,2,27
13,13,Xuân Lâm,2021-02-25,0,0,28,4,3,2,28
14,14,Xuân Lâm,2021-02-26,0,0,10,7,4,3,10
15,15,Xuân Lâm,2021-02-27,0,0,1,11,3,5,11
16,16,Xuân Lâm,2021-02-28,0,0,1,14,2,7,14
17,17,Xuân Lâm,2021-03-01,0,0,12,9,2,5,12
18,18,Xuân Lâm,2021-03-02,0,0,11,12,2,5,12
19,19,Xuân Lâm,2021-03-03,0,0,14,11,2,5,14
20,20,Xuân Lâm,2021-03-04,0,10,12,8,2,6,12
21,21,Xuân Lâm,2021-03-05,17,17,23,10,2,5,23
22,22,Xuân Lâm,2021-03-06,24,18,25,6,2,4,25
23,23,Xuân Lâm,2021-03-07,22,15,18,7,2,5,22
24,24,Xuân Lâm,2021-03-08,24,8,19,4,2,2,24
25,25,Xuân Lâm,2021-03-09,10,9,17,4,4,4,17
26,26,Xuân Lâm,2021-03-10,13,11,20,4,7,3,20
27,27,Xuân Lâm,2021-03-11,15,17,28,4,7,3,28
28,28,Xuân Lâm,2021-03-12,21,20,23,5,10,4,23
29,29,Xuân Lâm,2021-03-13,26,24,31,5,9,4,31
30,30,Xuân Lâm,2021-03-14,34,13,26,3,18,3,34
31,31,Xuân Lâm,2021-03-15,16,11,24,4,3,3,24
32,32,Xuân Lâm,2021-03-16,14,15,19,3,13,3,19
33,33,Xuân Lâm,2021-03-17,20,15,17,5,4,3,20
34,34,Xuân Lâm,2021-03-18,21,12,15,3,5,2,21
