,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi
0,Vinh,2021-12-27,0,63,0,0,0,0,63
1,Vinh,2021-12-28,89,69,0,0,0,0,89
2,Vinh,2021-12-29,122,55,0,0,0,0,122
3,Vinh,2021-12-30,83,64,0,0,0,0,83
4,Vinh,2021-12-31,114,66,0,0,0,0,114
5,Vinh,2022-01-01,127,80,0,0,0,0,127
6,Vinh,2022-01-02,142,77,0,0,0,0,142
7,Vinh,2022-01-03,141,71,0,0,0,0,141
8,Vinh,2022-01-04,126,62,0,0,0,0,126
9,Vinh,2022-01-05,105,48,0,0,0,0,105
10,Vinh,2022-01-06,63,49,0,0,0,0,63
11,Vinh,2022-01-07,63,53,0,0,0,0,63
12,Vinh,2022-01-08,68,60,0,0,0,0,68
13,Vinh,2022-01-09,86,57,0,0,0,0,86
14,Vinh,2022-01-10,94,45,0,0,0,0,94
15,Vinh,2022-01-11,57,58,0,0,0,0,58
16,Vinh,2022-01-12,84,44,0,0,0,0,84
17,Vinh,2022-01-13,69,0,0,0,0,0,69
18,Vinh,2022-01-14,0,56,0,0,0,0,56
19,Vinh,2022-01-15,87,59,0,0,0,0,87
20,Vinh,2022-01-16,95,32,0,0,0,0,95
21,Vinh,2022-01-17,43,40,0,0,0,0,43
22,Vinh,2022-01-18,44,58,0,0,0,0,58
23,Vinh,2022-01-19,86,60,0,0,0,0,86
24,Vinh,2022-01-20,88,68,0,0,0,0,88
25,Vinh,2022-01-21,113,82,0,0,0,0,113
26,Vinh,2022-01-22,149,79,0,0,0,0,149
27,Vinh,2022-01-23,142,62,0,0,0,0,142
28,Vinh,2022-01-24,112,0,0,0,0,0,112
29,Vinh,2022-01-26,0,40,0,0,0,0,40
30,Vinh,2022-01-27,58,55,0,0,0,0,58
31,Vinh,2022-01-28,55,37,0,0,0,0,55
32,Vinh,2022-01-29,43,15,0,0,0,0,43
33,Vinh,2022-01-30,18,22,0,0,0,0,22
34,Vinh,2022-01-31,27,42,0,0,0,0,42
35,Vinh,2022-02-01,60,30,0,0,0,0,60
36,Vinh,2022-02-02,48,36,0,0,0,0,48
37,Vinh,2022-02-03,40,54,0,0,0,0,54
38,Vinh,2022-02-04,80,56,0,0,0,0,80
39,Vinh,2022-02-05,93,57,0,0,0,0,93
40,Vinh,2022-02-06,95,60,0,0,0,0,95
41,Vinh,2022-02-07,118,25,0,0,0,0,118
42,Vinh,2022-02-08,35,12,0,0,0,0,35
43,Vinh,2022-02-09,13,26,0,0,0,0,26
44,Vinh,2022-02-10,37,22,0,0,0,0,37
45,Vinh,2022-02-11,36,26,0,0,0,0,36
46,Vinh,2022-02-12,41,11,0,0,0,0,41
47,Vinh,2022-02-13,15,32,0,0,0,0,32
48,Vinh,2022-02-14,33,44,0,0,0,0,44
49,Vinh,2022-02-15,60,58,0,0,0,0,60
50,Vinh,2022-02-16,109,46,0,0,0,0,109
51,Vinh,2022-02-17,81,45,0,0,0,0,81
52,Vinh,2022-02-18,75,10,0,0,0,0,75
53,Vinh,2022-02-19,12,8,0,0,0,0,12
54,Vinh,2022-02-20,9,18,0,0,0,0,18
55,Vinh,2022-02-21,19,39,0,0,0,0,39
56,Vinh,2022-02-22,47,29,0,0,0,0,47
57,Vinh,2022-02-23,33,47,0,0,0,0,47
58,Vinh,2022-02-24,61,52,0,0,0,0,61
59,Vinh,2022-02-25,78,59,0,0,0,0,78
60,Vinh,2022-02-26,96,55,0,0,0,0,96
61,Vinh,2022-02-27,93,56,0,0,0,0,93
62,Vinh,2022-02-28,100,55,0,0,0,0,100
63,Vinh,2022-03-01,97,41,0,0,0,0,97
64,Vinh,2022-03-02,61,51,0,0,0,0,61
65,Vinh,2022-03-03,94,40,0,0,0,0,94
66,Vinh,2022-03-04,49,46,0,0,0,0,49
67,Vinh,2022-03-05,71,36,0,0,0,0,71
68,Vinh,2022-03-06,50,24,0,0,0,0,50
69,Vinh,2022-03-07,30,41,0,0,0,0,41
70,Vinh,2022-03-08,47,50,0,0,0,0,50
71,Vinh,2022-03-09,58,44,0,0,0,0,58
72,Vinh,2022-03-10,44,0,0,0,0,0,44
73,Vinh,2022-03-11,0,35,0,0,0,0,35
74,Vinh,2022-03-12,35,37,0,0,0,0,37
75,Vinh,2022-03-13,41,37,0,0,0,0,41
76,Vinh,2022-03-14,46,21,0,0,0,0,46
77,Vinh,2022-03-15,27,48,0,0,0,0,48
78,Vinh,2022-03-16,55,50,0,0,0,0,55
79,Vinh,2022-03-17,66,30,0,0,0,0,66
80,Vinh,2022-03-18,38,33,0,0,0,0,38
81,Vinh,2022-03-19,46,44,0,0,0,0,46
82,Vinh,2022-03-20,63,46,0,0,0,0,63
83,Vinh,2022-03-21,61,50,0,0,0,0,61
