,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi
0,Quế Võ 1,2020-06-20,0,19,33,3,2,1,33
1,Quế Võ 1,2020-06-21,25,21,38,3,3,1,38
2,Quế Võ 1,2020-06-22,27,18,52,4,4,1,52
3,Quế Võ 1,2020-06-23,21,15,43,5,3,1,43
4,Quế Võ 1,2020-06-24,18,16,28,11,3,2,28
5,Quế Võ 1,2020-06-25,23,4,47,5,3,1,47
6,Quế Võ 1,2020-06-26,6,3,41,2,2,1,41
7,Quế Võ 1,2020-06-27,4,3,35,2,2,1,35
8,Quế Võ 1,2020-06-28,4,7,34,2,2,1,34
9,Quế Võ 1,2020-06-29,10,21,42,4,2,1,42
10,Quế Võ 1,2020-06-30,28,17,25,9,3,1,28
11,Quế Võ 1,2020-07-01,21,5,25,8,5,2,25
12,Quế Võ 1,2020-07-02,8,3,28,7,4,1,28
13,Quế Võ 1,2020-07-03,4,1,25,7,4,1,25
14,Quế Võ 1,2020-07-04,2,1,28,3,3,1,28
15,Quế Võ 1,2020-07-05,1,1,28,3,2,1,28
16,Quế Võ 1,2020-07-06,1,1,30,3,2,1,30
17,Quế Võ 1,2020-07-07,2,1,42,5,2,1,42
18,Quế Võ 1,2020-07-08,1,1,30,6,3,1,30
19,Quế Võ 1,2020-07-09,1,1,24,9,4,1,24
20,Quế Võ 1,2020-07-10,1,1,24,10,4,2,24
21,Quế Võ 1,2020-07-11,1,1,37,7,2,2,37
22,Quế Võ 1,2020-07-12,1,1,35,3,3,1,35
23,Quế Võ 1,2020-07-13,1,1,55,6,2,1,55
24,Quế Võ 1,2020-07-14,1,1,32,4,2,1,32
25,Quế Võ 1,2020-07-15,1,1,30,3,2,1,30
26,Quế Võ 1,2020-07-16,1,1,41,4,2,1,41
27,Quế Võ 1,2020-07-17,1,1,44,3,2,1,44
28,Quế Võ 1,2020-07-18,1,1,36,2,2,1,36
29,Quế Võ 1,2020-07-19,1,1,22,8,3,1,22
30,Quế Võ 1,2020-07-20,1,1,19,5,3,1,19
31,Quế Võ 1,2020-07-21,1,17,22,4,3,1,22
32,Quế Võ 1,2020-07-22,9,22,29,3,3,1,29
33,Quế Võ 1,2020-07-23,26,26,36,4,3,1,36
34,Quế Võ 1,2020-07-24,32,25,32,4,2,1,32
35,Quế Võ 1,2020-07-25,32,25,28,6,3,1,32
36,Quế Võ 1,2020-07-26,30,32,22,11,5,3,32
37,Quế Võ 1,2020-07-27,40,28,76,9,5,2,76
38,Quế Võ 1,2020-07-28,41,22,38,9,3,2,41
39,Quế Võ 1,2020-07-29,28,17,40,6,3,1,40
40,Quế Võ 1,2020-07-30,24,13,30,12,3,1,30
41,Quế Võ 1,2020-07-31,18,5,16,9,4,2,18
42,Quế Võ 1,2020-08-01,8,3,15,4,3,1,15
43,Quế Võ 1,2020-08-02,2,1,13,7,5,2,13
44,Quế Võ 1,2020-08-03,1,3,12,6,4,1,12
45,Quế Võ 1,2020-08-04,4,3,17,7,5,1,17
46,Quế Võ 1,2020-08-05,4,3,12,9,5,2,12
47,Quế Võ 1,2020-08-06,4,2,10,8,6,2,10
48,Quế Võ 1,2020-08-07,3,2,21,5,5,1,21
49,Quế Võ 1,2020-08-08,3,2,26,3,4,1,26
50,Quế Võ 1,2020-08-09,3,3,34,5,3,1,34
51,Quế Võ 1,2020-08-10,4,2,39,6,4,1,39
52,Quế Võ 1,2020-08-11,2,2,24,7,4,1,24
53,Quế Võ 1,2020-08-12,3,2,23,8,4,1,23
54,Quế Võ 1,2020-08-13,3,1,14,9,7,2,14
55,Quế Võ 1,2020-08-14,2,2,10,11,9,2,11
56,Quế Võ 1,2020-08-15,3,1,24,7,7,1,24
57,Quế Võ 1,2020-08-16,2,1,9,10,9,2,10
58,Quế Võ 1,2020-08-17,2,1,13,10,7,2,13
59,Quế Võ 1,2020-08-18,2,1,19,7,7,1,19
60,Quế Võ 1,2020-08-19,2,2,26,9,7,2,26
61,Quế Võ 1,2020-08-20,3,2,21,10,8,1,21
62,Quế Võ 1,2020-08-21,2,2,22,9,9,1,22
63,Quế Võ 1,2020-08-22,3,2,29,4,3,1,29
64,Quế Võ 1,2020-08-23,2,2,36,6,4,1,36
65,Quế Võ 1,2020-08-24,2,2,36,9,6,2,36
66,Quế Võ 1,2020-08-25,2,2,33,9,3,2,33
67,Quế Võ 1,2020-08-26,3,3,54,13,4,2,54
68,Quế Võ 1,2020-08-27,4,2,33,10,3,2,33
69,Quế Võ 1,2020-08-28,3,2,30,10,3,2,30
70,Quế Võ 1,2020-08-29,3,2,40,7,3,2,40
71,Quế Võ 1,2020-08-30,3,2,29,12,5,2,29
72,Quế Võ 1,2020-08-31,4,0,0,0,0,0,4
73,Quế Võ 1,2020-09-08,0,17,79,6,4,1,79
74,Quế Võ 1,2020-09-09,21,25,111,14,9,2,111
75,Quế Võ 1,2020-09-10,31,21,104,9,5,2,104
76,Quế Võ 1,2020-09-11,27,26,64,10,4,2,64
77,Quế Võ 1,2020-09-12,32,16,38,11,8,1,38
78,Quế Võ 1,2020-09-13,17,0,0,0,0,0,17
79,Quế Võ 1,2020-09-15,0,27,68,5,5,1,68
80,Quế Võ 1,2020-09-16,31,32,60,12,13,2,60
81,Quế Võ 1,2020-09-17,34,20,34,6,6,1,34
82,Quế Võ 1,2020-09-18,16,8,31,6,6,2,31
83,Quế Võ 1,2020-09-19,9,11,33,8,6,2,33
84,Quế Võ 1,2020-09-20,13,12,59,9,7,2,59
85,Quế Võ 1,2020-09-21,15,11,68,6,5,1,68
86,Quế Võ 1,2020-09-22,12,14,62,10,8,1,62
87,Quế Võ 1,2020-09-23,16,6,41,7,6,2,41
88,Quế Võ 1,2020-09-24,7,10,69,8,6,2,69
89,Quế Võ 1,2020-09-25,13,12,75,12,7,2,75
90,Quế Võ 1,2020-09-26,17,5,38,7,6,2,38
91,Quế Võ 1,2020-09-27,6,6,69,8,6,2,69
92,Quế Võ 1,2020-09-28,8,8,82,8,7,2,82
93,Quế Võ 1,2020-09-29,11,6,60,8,6,1,60
94,Quế Võ 1,2020-09-30,7,5,37,11,9,2,37
95,Quế Võ 1,2020-10-01,8,6,61,13,8,3,61
96,Quế Võ 1,2020-10-02,9,5,45,13,7,3,45
97,Quế Võ 1,2020-10-03,6,5,65,6,5,2,65
98,Quế Võ 1,2020-10-04,6,5,41,9,9,1,41
99,Quế Võ 1,2020-10-05,6,0,0,0,0,0,6
100,Quế Võ 1,2020-10-08,0,32,19,10,7,3,32
101,Quế Võ 1,2020-10-09,37,27,24,7,5,2,37
102,Quế Võ 1,2020-10-10,34,34,28,7,4,2,34
103,Quế Võ 1,2020-10-11,49,45,30,11,5,3,49
104,Quế Võ 1,2020-10-12,65,40,29,11,6,3,65
105,Quế Võ 1,2020-10-13,55,13,24,6,4,1,55
106,Quế Võ 1,2020-10-14,19,0,0,0,0,0,19
107,Quế Võ 1,2020-10-17,0,9,17,9,3,2,17
108,Quế Võ 1,2020-10-18,11,9,17,8,3,2,17
109,Quế Võ 1,2020-10-19,11,11,18,10,3,2,18
110,Quế Võ 1,2020-10-20,12,12,21,12,3,3,21
111,Quế Võ 1,2020-10-21,13,21,24,17,4,3,24
112,Quế Võ 1,2020-10-22,23,36,29,22,5,6,36
113,Quế Võ 1,2020-10-23,48,43,39,25,6,6,48
114,Quế Võ 1,2020-10-24,54,34,28,13,4,4,54
115,Quế Võ 1,2020-10-25,46,19,19,12,3,3,46
116,Quế Võ 1,2020-10-26,28,16,24,13,5,4,28
117,Quế Võ 1,2020-10-27,23,18,26,11,5,4,26
118,Quế Võ 1,2020-10-28,25,10,22,8,6,2,25
119,Quế Võ 1,2020-10-29,15,6,15,11,3,3,15
120,Quế Võ 1,2020-10-30,9,14,16,11,5,4,16
121,Quế Võ 1,2020-10-31,17,25,42,13,7,4,42
122,Quế Võ 1,2020-11-01,36,17,19,10,7,3,36
123,Quế Võ 1,2020-11-02,24,11,15,9,5,2,24
124,Quế Võ 1,2020-11-03,12,24,28,15,4,4,28
125,Quế Võ 1,2020-11-04,29,38,25,22,9,5,38
126,Quế Võ 1,2020-11-05,50,39,30,18,6,5,50
127,Quế Võ 1,2020-11-06,58,20,22,12,4,4,58
128,Quế Võ 1,2020-11-07,25,21,31,12,6,4,31
129,Quế Võ 1,2020-11-08,30,24,33,18,6,4,33
130,Quế Võ 1,2020-11-09,28,28,37,19,5,4,37
131,Quế Võ 1,2020-11-10,32,32,41,17,8,4,41
132,Quế Võ 1,2020-11-11,40,43,53,26,6,6,53
133,Quế Võ 1,2020-11-12,60,38,44,25,5,6,60
134,Quế Võ 1,2020-11-13,51,29,41,16,7,4,51
135,Quế Võ 1,2020-11-14,38,12,26,9,3,2,38
136,Quế Võ 1,2020-11-15,20,10,8,11,3,3,20
137,Quế Võ 1,2020-11-16,16,6,1,11,4,3,16
138,Quế Võ 1,2020-11-17,12,0,0,0,0,0,12
139,Quế Võ 1,2020-11-18,0,43,10,3,2,2,43
140,Quế Võ 1,2020-11-19,58,44,11,4,2,3,58
141,Quế Võ 1,2020-11-20,59,33,11,2,2,2,59
142,Quế Võ 1,2020-11-21,46,42,10,4,4,3,46
143,Quế Võ 1,2020-11-22,51,44,12,3,2,4,51
144,Quế Võ 1,2020-11-23,59,59,15,5,4,5,59
145,Quế Võ 1,2020-11-24,91,57,17,4,3,5,91
146,Quế Võ 1,2020-11-25,89,61,18,9,5,5,89
147,Quế Võ 1,2020-11-26,89,68,16,15,10,4,89
148,Quế Võ 1,2020-11-27,114,46,12,9,3,3,114
149,Quế Võ 1,2020-11-28,62,42,12,9,4,4,62
150,Quế Võ 1,2020-11-29,49,53,16,11,5,4,53
151,Quế Võ 1,2020-11-30,75,57,13,11,7,4,75
152,Quế Võ 1,2020-12-01,91,0,0,0,0,0,91
153,Quế Võ 1,2020-12-03,0,43,9,10,6,5,43
154,Quế Võ 1,2020-12-04,54,59,12,14,4,5,59
155,Quế Võ 1,2020-12-05,82,73,18,15,4,5,82
156,Quế Võ 1,2020-12-06,109,84,19,20,6,5,109
157,Quế Võ 1,2020-12-07,144,76,13,18,6,5,144
158,Quế Võ 1,2020-12-08,117,76,21,15,7,4,117
159,Quế Võ 1,2020-12-09,130,94,24,19,8,5,130
160,Quế Võ 1,2020-12-10,158,94,25,16,5,4,158
161,Quế Võ 1,2020-12-11,165,78,21,15,8,4,165
